SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Feedback Category
1079,Denim Jacket,Fashion,2023-09-03,80.0,3.0344262295081967,Asia Pacific,CUST1046,High Income,REP009,0.05,60,Retail,Out of Stock,Returned,Will shop again,Negative,Customer Service
1080,Sweater Dress,Fashion,2023-10-20,70.0,3.0344262295081967,Middle East & Africa,CUST1059,High Income,REP010,0.0,50,Wholesale,Out of Stock,Pending Return,Delays in delivery,Positive,Delivery Issues
1081,Jumpsuit,Fashion,2023-12-19,70.0,3.0344262295081967,Asia Pacific,CUST1061,High Income,REP010,0.1,50,Online Direct,In Stock,Pending Return,Not as described,Postive,Product Description Accuracy
1082,Sweater Dress,Fashion,2023-11-28,70.0,3.0344262295081967,Europe,CUST1094,High Income,REP004,0.0,50,Marketplace,In Stock,Returned,Perfect fit,Neutral,Product Quality
1083,Denim Jacket,Fashion,2024-07-27,80.0,3.0344262295081967,North America,CUST1085,High Income,REP008,0.05,60,Online Direct,Out of Stock,No Return,Color not as shown,Positive,Product Quality
1084,Sweater Dress,Fashion,2024-01-04,70.0,3.0344262295081967,Middle East & Africa,CUST1099,High Income,REP006,0.0,50,Retail,In Stock,Returned,Missing accessories,Negative,Product Description Accuracy
1085,Jumpsuit,Fashion,2023-02-14,70.0,3.0344262295081967,Latin America,CUST1021,High Income,REP006,0.1,50,Wholesale,Out of Stock,Returned,Item as described,Neutral,Product Description Accuracy
1086,Sweater Dress,Fashion,2023-09-08,70.0,3.0344262295081967,Middle East & Africa,CUST1051,High Income,REP001,0.0,50,Online Direct,Low Stock,Pending Return,Arrived late,Neutral,Delivery Issues
1087,Denim Jacket,Fashion,2023-09-13,80.0,3.0344262295081967,Asia Pacific,CUST1027,High Income,REP009,0.05,60,Retail,Out of Stock,No Return,Fantastic experience,Positive,Experience with Purchase
1088,Sweater Dress,Fashion,2023-10-10,70.0,3.0344262295081967,Asia Pacific,CUST1082,High Income,REP010,0.0,50,Online Direct,Low Stock,Returned,Will return,Negative,Customer Service
1089,Jumpsuit,Fashion,2024-06-08,70.0,3.0344262295081967,Europe,CUST1010,High Income,REP010,0.0,50,Wholesale,Low Stock,No Return,Won't buy again,Positive,Customer Service
1090,Webcam,Electronics,2023-12-19,40.0,3.0344262295081967,Europe,CUST1032,Wholesale,REP004,0.0,30,Wholesale,Out of Stock,No Return,Very fast service,Negative,Experience with Purchase
1091,Digital Camera,Electronics,2023-12-23,250.0,3.0344262295081967,North America,CUST1068,Online Direct,REP008,0.0,200,Retail,Low Stock,Pending Return,Do not recommend,Positive,Customer Service
1092,Digital Camera,Electronics,2023-10-23,250.0,3.0344262295081967,Europe,CUST1029,Retail Customers,REP006,0.0,200,Retail,Low Stock,Returned,Nice experience,Postive,Experience with Purchase
1093,Power Bank,Electronics,2024-06-21,30.0,3.0344262295081967,Europe,CUST1070,Discount Shoppers,REP006,0.0,20,Marketplace,Low Stock,Returned,Great product,Neutral,Product Quality
1094,Bluetooth Speaker,Electronics,2023-02-03,70.0,3.0344262295081967,North America,CUST1027,Retail Customers,REP001,0.0,50,Marketplace,In Stock,No Return,Very satisfied,Positive,Product Quality
1095,Webcam,Electronics,2024-04-20,40.0,3.0344262295081967,North America,CUST1053,Discount Shoppers,REP009,0.0,30,Online Direct,Low Stock,Returned,Not worth the money,Negative,Product Quality
1096,Digital Camera,Electronics,2024-03-20,250.0,3.0344262295081967,Europe,CUST1095,Premium Customers,REP010,0.0,200,Wholesale,In Stock,No Return,Excellent quality,Neutral,Product Quality
1097,Power Bank,Electronics,2023-02-01,30.0,3.0344262295081967,Middle East & Africa,CUST1006,Discount Shoppers,REP010,0.0,20,Marketplace,Low Stock,No Return,Could be better,Neutral,Product Quality
1098,Webcam,Electronics,2024-06-27,40.0,3.0344262295081967,Latin America,CUST1075,Discount Shoppers,REP004,0.0,30,Marketplace,Out of Stock,Pending Return,Fast delivery,Positive,Delivery Issues
1099,Digital Camera,Electronics,2024-01-25,250.0,3.0344262295081967,Latin America,CUST1003,Premium Customers,REP008,0.0,200,Retail,Low Stock,Pending Return,Terrible support,Negative,Customer Service
1100,Bluetooth Speaker,Electronics,2024-01-13,70.0,3.0344262295081967,Latin America,CUST1042,Discount Shoppers,REP006,0.0,50,Online Direct,Out of Stock,Returned,I love it,Positive,Experience with Purchase
1101,Power Bank,Electronics,2023-01-25,30.0,3.0344262295081967,Asia Pacific,CUST1051,Retail Customers,REP006,0.0,20,Retail,Out of Stock,Returned,Would buy again,Negative,Value for Money
1102,Webcam,Electronics,2024-01-04,40.0,3.0344262295081967,North America,CUST1040,Discount Shoppers,REP001,0.0,30,Marketplace,In Stock,Pending Return,Not recommended,Positive,Value for Money
1103,Digital Camera,Electronics,2024-07-27,250.0,3.0344262295081967,Middle East & Africa,CUST1095,High Income,REP009,0.0,200,Retail,Low Stock,No Return,Too expensive,Postive,Product Quality
1104,Bluetooth Speaker,Electronics,2024-01-27,70.0,3.0344262295081967,Latin America,CUST1061,Discount Shoppers,REP010,0.0,50,Online Direct,Out of Stock,Pending Return,Quick shipping,Neutral,Delivery Issues
1105,Power Bank,Electronics,2024-08-28,30.0,3.0344262295081967,Middle East & Africa,CUST1023,Discount Shoppers,REP010,0.0,20,Wholesale,Out of Stock,No Return,Satisfied with my purchase,Positive,Experience with Purchase
1106,Webcam,Electronics,2024-08-04,40.0,3.0344262295081967,Latin America,CUST1080,Discount Shoppers,REP004,0.0,30,Retail,In Stock,Returned,Poor packaging,Negative,Product Quality
1107,Digital Camera,Electronics,2023-12-01,250.0,3.0344262295081967,Middle East & Africa,CUST1078,High Income,REP008,0.0,200,Marketplace,In Stock,Pending Return,Exceeds expectations,Neutral,Value for Money
1108,Bluetooth Speaker,Electronics,2024-02-08,70.0,3.0344262295081967,Middle East & Africa,CUST1080,Discount Shoppers,REP006,0.0,50,Retail,Out of Stock,No Return,Damaged on arrival,Neutral,Product Quality
1109,Power Bank,Electronics,2024-05-21,30.0,3.0344262295081967,Middle East & Africa,CUST1092,Retail Customers,REP006,0.0,20,Online Direct,Low Stock,No Return,Good value for money,Positive,Product Quality
1110,Webcam,Electronics,2023-03-20,40.0,3.0344262295081967,Not Specified,CUST1072,Discount Shoppers,REP001,0.0,30,Retail,In Stock,Returned,Will shop again,Negative,Customer Service
1111,Digital Camera,Electronics,2023-11-08,250.0,3.0344262295081967,Latin America,CUST1029,High Income,REP009,0.0,200,Wholesale,Low Stock,Returned,Delays in delivery,Positive,Delivery Issues
1112,Bluetooth Speaker,Electronics,2024-03-08,70.0,3.0344262295081967,Latin America,CUST1008,Discount Shoppers,REP010,0.0,50,Online Direct,Low Stock,Pending Return,Not as described,Negative,Product Description Accuracy
1113,Power Bank,Electronics,2023-08-02,30.0,3.0344262295081967,North America,CUST1020,Discount Shoppers,REP010,0.0,20,Wholesale,In Stock,Pending Return,Perfect fit,Positive,Product Quality
1114,Webcam,Electronics,2024-03-15,40.0,3.0344262295081967,Middle East & Africa,CUST1009,Discount Shoppers,REP004,0.0,30,Online Direct,Out of Stock,Returned,Color not as shown,Postive,Product Quality
1115,Romance Novel,Books & Media,2023-02-11,20.0,3.0344262295081967,Latin America,CUST1059,Retail,REP008,0.0,15,Retail,Out of Stock,Returned,Quick shipping,Neutral,Delivery Issues
1116,Mystery Novel,Books & Media,2024-08-13,20.0,3.0344262295081967,Middle East & Africa,CUST1080,Retail,REP006,0.0,15,Wholesale,Out of Stock,Pending Return,Satisfied with my purchase,Positive,Experience with Purchase
1117,Mystery Novel,Books & Media,2023-03-10,20.0,3.0344262295081967,Asia Pacific,CUST1017,Retail Customers,REP006,0.1,15,Marketplace,In Stock,Pending Return,Poor packaging,Negative,Product Quality
1118,Fiction Novel,Books & Media,2023-01-30,20.0,3.0344262295081967,Asia Pacific,CUST1081,Institutional Customers,REP001,0.0,15,Wholesale,Low Stock,No Return,Exceeds expectations,Neutral,Value for Money
1119,Romance Novel,Books & Media,2023-07-06,20.0,3.0344262295081967,Europe,CUST1070,Discount Shoppers,REP009,0.1,15,Marketplace,In Stock,Returned,Damaged on arrival,Neutral,Product Quality
1120,Science Fiction,Books & Media,,30.0,3.0344262295081967,Europe,CUST1079,Discount Shoppers,REP010,0.1,20,Marketplace,Low Stock,Returned,Good value for money,Positive,Product Quality
1121,Fiction Novel,Books & Media,2024-07-17,20.0,3.0344262295081967,North America,CUST1002,Retail Customers,REP010,0.0,15,Marketplace,Low Stock,No Return,Will shop again,Negative,Customer Service
1122,Romance Novel,Books & Media,2023-03-11,20.0,3.0344262295081967,Europe,CUST1069,Discount Shoppers,REP004,0.0,15,Marketplace,In Stock,No Return,Delays in delivery,Positive,Delivery Issues
1123,Mystery Novel,Books & Media,2023-11-30,20.0,3.0344262295081967,Europe,CUST1096,Institutional Customers,REP008,0.05,15,Online Direct,Out of Stock,Pending Return,Not as described,Negative,Product Description Accuracy
1124,Science Fiction,Books & Media,2023-03-12,30.0,3.0344262295081967,North America,CUST1050,Wholesale Customers,REP006,0.1,20,Retail,In Stock,Pending Return,Perfect fit,Positive,Product Quality
1125,Fiction Novel,Books & Media,2023-06-30,20.0,3.0344262295081967,North America,CUST1046,Low Income,REP006,0.0,15,Retail,Out of Stock,No Return,Color not as shown,Postive,Product Quality
1126,Romance Novel,Books & Media,,20.0,3.0344262295081967,Europe,CUST1059,Low Income,REP001,0.0,15,Online Direct,Low Stock,Returned,Missing accessories,Neutral,Product Description Accuracy
1127,Mystery Novel,Books & Media,2024-08-26,20.0,3.0344262295081967,Middle East & Africa,CUST1061,Retail Customers,REP009,0.05,15,Marketplace,In Stock,No Return,Not worth the money,Positive,Product Quality
1128,Science Fiction,Books & Media,2024-07-01,30.0,3.0344262295081967,Latin America,CUST1094,Wholesale Customers,REP010,0.1,20,Online Direct,In Stock,Returned,Excellent quality,Negative,Product Quality
1129,Fiction Novel,Books & Media,2023-05-11,20.0,3.0344262295081967,Latin America,CUST1085,Low Income,REP010,0.0,15,Marketplace,Out of Stock,Returned,Could be better,Neutral,Product Quality
1130,Romance Novel,Books & Media,2023-07-22,20.0,3.0344262295081967,Latin America,CUST1099,Low Income,REP004,0.0,15,Wholesale,Low Stock,Pending Return,Fast delivery,Neutral,Delivery Issues
1131,Mystery Novel,Books & Media,,20.0,3.0344262295081967,Asia Pacific,CUST1021,Retail Customers,REP008,0.05,15,Marketplace,Low Stock,Returned,Terrible support,Positive,Customer Service
1132,Science Fiction,Books & Media,2023-06-06,30.0,3.0344262295081967,North America,CUST1051,Wholesale Customers,REP006,0.1,20,Online Direct,Low Stock,Returned,I love it,Negative,Experience with Purchase
1133,Fiction Novel,Books & Media,2023-12-27,20.0,3.0344262295081967,Middle East & Africa,CUST1027,Low Income,REP006,0.0,15,Wholesale,Low Stock,No Return,Would buy again,Positive,Value for Money
1134,Romance Novel,Books & Media,2023-05-30,20.0,3.0344262295081967,Latin America,CUST1082,Low Income,REP001,0.0,15,Wholesale,In Stock,No Return,Not recommended,Negative,Value for Money
1135,Mystery Novel,Books & Media,2024-04-10,20.0,3.0344262295081967,Middle East & Africa,CUST1010,Retail Customers,REP009,0.05,15,Retail,Low Stock,No Return,Too expensive,Positive,Product Quality
1136,Science Fiction,Books & Media,,30.0,3.0344262295081967,Latin America,CUST1032,Wholesale Customers,REP010,0.1,20,Wholesale,Low Stock,Returned,Quick shipping,Postive,Delivery Issues
1137,Fiction Novel,Books & Media,2023-06-11,20.0,3.0344262295081967,Middle East & Africa,CUST1068,Low Income,REP010,0.0,15,Marketplace,Low Stock,No Return,Satisfied with my purchase,Neutral,Experience with Purchase
1138,Romance Novel,Books & Media,2023-11-18,20.0,3.0344262295081967,Middle East & Africa,CUST1029,Low Income,REP004,0.0,15,Retail,Out of Stock,Pending Return,Poor packaging,Positive,Product Quality
1139,Fiction Novel,Books & Media,2024-06-29,20.0,1.0,Middle East & Africa,CUST1070,Wholesale,REP008,0.1,15,Marketplace,Low Stock,No Return,Exceeds expectations,Negative,Value for Money
1140,Sweater Dress,Fashion,2024-03-28,70.0,5.0,Not Specified,CUST1027,Online Direct,REP006,0.0,15,Marketplace,Low Stock,Pending Return,Damaged on arrival,Neutral,Product Quality
1141,Food Processor,Home Appliances,2023-12-29,120.0,2.0,Latin America,CUST1053,Retail,REP006,0.1,15,Online Direct,Low Stock,Returned,Good value for money,Neutral,Product Quality
1142,Snowshoes,Sports & Outdoors,,90.0,3.0,Latin America,CUST1095,Wholesale,REP011,0.1,20,Retail,Out of Stock,Returned,Will shop again,Positive,Customer Service
1143,Webcam,Electronics,2023-03-05,40.0,5.0,North America,CUST1006,Online Direct,REP012,0.0,15,Wholesale,Out of Stock,Pending Return,Delays in delivery,Negative,Delivery Issues
1144,Lip Gloss,Health & Beauty,2023-08-13,12.0,3.0,Middle East & Africa,CUST1075,Subscription,REP013,0.0,15,Online Direct,In Stock,Pending Return,Not as described,Positive,Product Description Accuracy
1145,Romance Novel,Books & Media,2024-06-01,20.0,3.0,Latin America,CUST1003,Retail,REP014,0.05,15,Marketplace,In Stock,Returned,Perfect fit,Negative,Product Quality
1146,Jumpsuit,Fashion,2023-12-03,70.0,1.0,Middle East & Africa,CUST1042,Online Direct,REP015,0.1,20,Online Direct,Out of Stock,No Return,Color not as shown,Positive,Product Quality
1147,Throw Pillow,Home Décor,2024-04-19,25.0,3.0,Asia Pacific,CUST1051,Wholesale,REP016,0.0,15,Retail,In Stock,Returned,Missing accessories,Postive,Product Description Accuracy
1148,Baseball Glove,Sports & Outdoors,,30.0,4.0,Asia Pacific,CUST1040,Retail,REP017,0.0,15,Wholesale,Out of Stock,Returned,Item as described,Neutral,Product Description Accuracy
1149,Digital Camera,Electronics,2023-07-14,250.0,3.0,Europe,CUST1095,Online Direct,REP018,0.05,15,Online Direct,Low Stock,Pending Return,Arrived late,Positive,Delivery Issues
1150,Facial Serum,Health & Beauty,2024-07-28,30.0,3.0,Europe,CUST1061,Retail,REP019,0.1,20,Retail,Out of Stock,No Return,Fantastic experience,Negative,Experience with Purchase
1151,Mystery Novel,Books & Media,2023-03-13,20.0,1.0,North America,CUST1023,Wholesale,REP020,0.0,15,Online Direct,Low Stock,Returned,Will return,Neutral,Customer Service
1152,Sweater Dress,Fashion,2023-04-06,70.0,2.0,Europe,CUST1080,Online Direct,REP011,0.0,15,Wholesale,Low Stock,No Return,Won't buy again,Neutral,Customer Service
1153,Treadmill,Sports & Outdoors,,400.0,2.0,Europe,CUST1078,Retail,REP012,0.05,15,Wholesale,Out of Stock,No Return,Very fast service,Positive,Experience with Purchase
1154,Bluetooth Speaker,Electronics,2023-08-22,70.0,3.0,North America,CUST1080,Wholesale,REP013,0.1,20,Retail,Low Stock,Pending Return,Do not recommend,Negative,Customer Service
1155,Bathrobe,Health & Beauty,2023-08-31,50.0,4.0,North America,CUST1092,Retail,REP014,0.0,15,Retail,Low Stock,Returned,Nice experience,Positive,Experience with Purchase
1156,Science Fiction,Books & Media,2024-07-24,30.0,3.0,Europe,CUST1072,Wholesale,REP015,0.0,15,Marketplace,Low Stock,Returned,Great product,Negative,Product Quality
1157,Denim Jacket,Fashion,2023-10-01,80.0,4.0,Middle East & Africa,CUST1029,Online Direct,REP016,0.05,15,Marketplace,In Stock,No Return,Very satisfied,Positive,Product Quality
1158,Ski Boots,Sports & Outdoors,,130.0,2.0,Latin America,CUST1008,Retail,REP017,0.1,20,Online Direct,Low Stock,Returned,Not worth the money,Postive,Product Quality
1159,Power Bank,Electronics,2023-09-08,30.0,5.0,Latin America,CUST1020,Wholesale,REP018,0.0,15,Wholesale,In Stock,No Return,Excellent quality,Neutral,Product Quality
1160,Facial Moisturizer,Health & Beauty,2023-11-19,30.0,5.0,Latin America,CUST1009,Online Direct,REP019,0.0,15,Marketplace,Low Stock,No Return,Could be better,Positive,Product Quality
1161,Fiction Novel,Books & Media,2023-10-21,20.0,1.0,Asia Pacific,CUST1059,Retail,REP020,0.1,15,Marketplace,Out of Stock,Pending Return,Fast delivery,Negative,Delivery Issues
1162,Sweater Dress,Fashion,2023-04-16,70.0,5.0,North America,CUST1080,Wholesale,REP017,0.0,15,Retail,Low Stock,Pending Return,Terrible support,Neutral,Customer Service
1163,Food Processor,Home Appliances,2023-02-22,120.0,5.0,Middle East & Africa,CUST1017,Online Direct,REP018,0.1,15,Online Direct,Out of Stock,Returned,I love it,Neutral,Experience with Purchase
1164,Snowshoes,Sports & Outdoors,,90.0,1.0,Latin America,CUST1081,Retail,REP019,0.1,20,Retail,Out of Stock,Returned,Would buy again,Positive,Value for Money
1165,Webcam,Electronics,2024-08-29,40.0,4.0,Middle East & Africa,CUST1070,Wholesale,REP020,0.0,15,Marketplace,In Stock,Pending Return,Not recommended,Negative,Value for Money
1166,Lip Gloss,Health & Beauty,2023-10-28,12.0,5.0,Latin America,CUST1079,Retail,REP011,0.0,15,Retail,Low Stock,No Return,Too expensive,Positive,Product Quality
1167,Romance Novel,Books & Media,2023-02-05,20.0,2.0,Middle East & Africa,CUST1002,Online Direct,REP012,0.05,15,Online Direct,Out of Stock,Pending Return,Quick shipping,Negative,Delivery Issues
1168,Jumpsuit,Fashion,2024-06-15,70.0,2.0,Middle East & Africa,CUST1069,Retail,REP017,0.1,20,Wholesale,Out of Stock,No Return,Satisfied with my purchase,Positive,Experience with Purchase
1169,Throw Pillow,Home Décor,2024-05-02,25.0,1.0,Middle East & Africa,CUST1096,Wholesale,REP018,0.0,15,Retail,In Stock,Returned,Poor packaging,Postive,Product Quality
1170,Baseball Glove,Sports & Outdoors,,30.0,2.0,Not Specified,CUST1050,Online Direct,REP019,0.0,15,Marketplace,In Stock,Pending Return,Exceeds expectations,Neutral,Value for Money
1171,Digital Camera,Electronics,2024-08-22,250.0,1.0,Latin America,CUST1046,Retail,REP020,0.05,15,Retail,Out of Stock,No Return,Damaged on arrival,Positive,Product Quality
1172,Facial Serum,Health & Beauty,2023-08-02,30.0,2.0,Latin America,CUST1059,Wholesale,REP011,0.1,20,Online Direct,Low Stock,No Return,Good value for money,Negative,Product Quality
1173,Mystery Novel,Books & Media,2023-08-11,20.0,2.0,North America,CUST1061,Online Direct,REP012,0.0,15,Retail,In Stock,Returned,Will shop again,Neutral,Customer Service
1174,Sweater Dress,Fashion,2024-03-17,70.0,4.0,Middle East & Africa,CUST1094,Retail,REP017,0.0,15,Wholesale,Low Stock,Returned,Delays in delivery,Neutral,Delivery Issues
1175,Treadmill,Sports & Outdoors,,400.0,2.0,Latin America,CUST1085,Wholesale,REP018,0.05,15,Online Direct,Low Stock,Pending Return,Not as described,Positive,Product Description Accuracy
1176,Bluetooth Speaker,Electronics,2024-02-18,70.0,4.0,Middle East & Africa,CUST1099,Online Direct,REP019,0.1,20,Wholesale,In Stock,Pending Return,Perfect fit,Negative,Product Quality
1177,Bathrobe,Health & Beauty,2024-04-05,50.0,5.0,Asia Pacific,CUST1021,Retail,REP020,0.0,15,Online Direct,Out of Stock,Returned,Color not as shown,Positive,Product Quality
1178,Science Fiction,Books & Media,2023-05-08,30.0,5.0,Asia Pacific,CUST1051,Wholesale,REP011,0.0,15,Retail,Out of Stock,Returned,Quick shipping,Negative,Delivery Issues
1179,Denim Jacket,Fashion,2024-06-30,80.0,3.0,Europe,CUST1027,Online Direct,REP012,0.05,15,Wholesale,Out of Stock,Pending Return,Satisfied with my purchase,Positive,Experience with Purchase
1180,Ski Boots,Sports & Outdoors,,130.0,3.0,Europe,CUST1082,Retail,REP017,0.1,20,Marketplace,In Stock,Pending Return,Poor packaging,Postive,Product Quality
1181,Power Bank,Electronics,2023-04-02,30.0,5.0,North America,CUST1010,Wholesale,REP017,0.0,15,Wholesale,Low Stock,No Return,Exceeds expectations,Neutral,Value for Money
1182,Facial Moisturizer,Health & Beauty,2024-02-17,30.0,3.0,Europe,CUST1032,Online Direct,REP018,0.0,15,Marketplace,In Stock,Returned,Damaged on arrival,Positive,Product Quality
1183,Fiction Novel,Books & Media,2024-02-12,20.0,5.0,Europe,CUST1068,Retail,REP019,0.1,15,Marketplace,Low Stock,Returned,Good value for money,Negative,Product Quality
1184,Sweater Dress,Fashion,2024-01-14,70.0,1.0,North America,CUST1029,Wholesale,REP020,0.0,15,Marketplace,Low Stock,No Return,Will shop again,Neutral,Customer Service
1185,Food Processor,Home Appliances,2024-08-26,120.0,4.0,North America,CUST1070,Online Direct,REP011,0.1,15,Marketplace,In Stock,No Return,Delays in delivery,Neutral,Delivery Issues
1186,Snowshoes,Sports & Outdoors,,90.0,1.0,Europe,CUST1027,Retail,REP012,0.1,20,Online Direct,Out of Stock,Pending Return,Not as described,Positive,Product Description Accuracy
1187,Webcam,Electronics,2023-05-06,40.0,1.0,Middle East & Africa,CUST1053,Wholesale,REP017,0.0,15,Retail,In Stock,Pending Return,Perfect fit,Negative,Product Quality
1188,Lip Gloss,Health & Beauty,2023-02-01,12.0,4.0,Latin America,CUST1095,Online Direct,REP018,0.0,15,Retail,Out of Stock,No Return,Color not as shown,Positive,Product Quality
1189,Romance Novel,Books & Media,2023-03-29,20.0,3.0,Latin America,CUST1006,Retail,REP019,0.05,15,Online Direct,Low Stock,Returned,Missing accessories,Negative,Product Description Accuracy
1190,Jumpsuit,Fashion,2024-06-11,70.0,4.0,Latin America,CUST1075,Wholesale,REP020,0.1,20,Marketplace,In Stock,No Return,Not worth the money,Positive,Product Quality
1191,Throw Pillow,Home Décor,2024-08-03,25.0,2.0,Asia Pacific,CUST1003,Online Direct,REP011,0.0,15,Online Direct,In Stock,Returned,Excellent quality,Postive,Product Quality
1192,Baseball Glove,Sports & Outdoors,,30.0,2.0,North America,CUST1042,Retail,REP012,0.0,15,Marketplace,Out of Stock,Returned,Could be better,Neutral,Product Quality
1193,Digital Camera,Electronics,2024-06-23,250.0,1.0,Middle East & Africa,CUST1051,Wholesale,REP017,0.05,15,Wholesale,Low Stock,Pending Return,Fast delivery,Positive,Delivery Issues
1194,Facial Serum,Health & Beauty,2024-06-08,30.0,5.0,Latin America,CUST1040,Online Direct,REP018,0.1,20,Marketplace,Low Stock,Returned,Terrible support,Negative,Customer Service
1195,Mystery Novel,Books & Media,2024-07-21,20.0,4.0,Middle East & Africa,CUST1095,Retail,REP019,0.0,15,Online Direct,Low Stock,Returned,I love it,Neutral,Experience with Purchase
1196,Sweater Dress,Fashion,2024-01-13,70.0,3.0,Latin America,CUST1061,Wholesale,REP020,0.0,15,Wholesale,Low Stock,No Return,Would buy again,Neutral,Value for Money
1197,Treadmill,Sports & Outdoors,,400.0,5.0,Middle East & Africa,CUST1023,Online Direct,REP011,0.05,15,Wholesale,In Stock,No Return,Not recommended,Positive,Value for Money
1198,Bluetooth Speaker,Electronics,2023-06-13,70.0,4.0,Middle East & Africa,CUST1080,Retail,REP012,0.1,20,Retail,Low Stock,No Return,Too expensive,Negative,Product Quality
1199,Bathrobe,Health & Beauty,2024-06-03,50.0,4.0,Middle East & Africa,CUST1078,Wholesale,REP017,0.0,15,Wholesale,Low Stock,Returned,Quick shipping,Positive,Delivery Issues
1200,Science Fiction,Books & Media,2023-02-09,30.0,2.0,Not Specified,CUST1080,Retail,REP017,0.0,15,Marketplace,Low Stock,No Return,Satisfied with my purchase,Negative,Experience with Purchase
1201,Denim Jacket,Fashion,2023-07-27,80.0,4.0,Latin America,CUST1092,Online Direct,REP018,0.05,15,Retail,Out of Stock,Pending Return,Poor packaging,Positive,Product Quality
1202,Ski Boots,Sports & Outdoors,,130.0,2.0,Latin America,CUST1072,Retail,REP019,0.1,20,Marketplace,Low Stock,No Return,Exceeds expectations,Postive,Value for Money
1203,Power Bank,Electronics,2023-03-23,30.0,4.0,North America,CUST1029,Wholesale,REP020,0.0,15,Marketplace,Low Stock,Pending Return,Damaged on arrival,Neutral,Product Quality
1204,Facial Moisturizer,Health & Beauty,2023-07-17,30.0,3.0,Middle East & Africa,CUST1008,Online Direct,REP011,0.0,15,Online Direct,Low Stock,Returned,Good value for money,Positive,Product Quality
1205,Fiction Novel,Books & Media,2024-02-06,20.0,5.0,Latin America,CUST1020,Retail,REP012,0.1,20,Retail,Out of Stock,Returned,Will shop again,Negative,Customer Service
1206,Sweater Dress,Fashion,2023-05-07,70.0,5.0,Middle East & Africa,CUST1009,Wholesale,REP017,0.0,15,Wholesale,Out of Stock,Pending Return,Delays in delivery,Neutral,Delivery Issues
1207,Food Processor,Home Appliances,2023-12-08,120.0,3.0,Asia Pacific,CUST1059,Online Direct,REP018,0.0,15,Online Direct,In Stock,Pending Return,Not as described,Neutral,Product Description Accuracy
1208,Snowshoes,Sports & Outdoors,,90.0,2.0,Asia Pacific,CUST1080,Retail,REP019,0.05,15,Marketplace,In Stock,Returned,Perfect fit,Positive,Product Quality
1209,Webcam,Electronics,2023-10-21,40.0,3.0,Europe,CUST1017,Wholesale,REP020,0.1,20,Online Direct,Out of Stock,No Return,Color not as shown,Negative,Product Quality
1210,Lip Gloss,Health & Beauty,2024-03-11,12.0,1.0,Europe,CUST1081,Online Direct,REP011,0.0,15,Retail,In Stock,Returned,Missing accessories,Positive,Product Description Accuracy
1211,Romance Novel,Books & Media,2023-01-28,20.0,2.0,North America,CUST1070,Retail,REP012,0.0,15,Wholesale,Out of Stock,Returned,Item as described,Negative,Product Description Accuracy
1212,Jumpsuit,Fashion,2023-09-29,70.0,2.0,Europe,CUST1079,Wholesale,REP017,0.05,15,Online Direct,Low Stock,Pending Return,Arrived late,Positive,Delivery Issues
1213,Throw Pillow,Home Décor,2023-06-21,25.0,1.0,Europe,CUST1002,Online Direct,REP018,0.1,20,Retail,Out of Stock,No Return,Fantastic experience,Postive,Experience with Purchase
1214,Baseball Glove,Sports & Outdoors,2023-03-29,30.0,3.0,North America,CUST1069,Retail,REP019,0.0,15,Online Direct,Low Stock,Returned,Will return,Neutral,Customer Service
1215,Digital Camera,Electronics,2024-06-11,250.0,1.0,North America,CUST1096,Wholesale,REP020,0.0,15,Wholesale,Low Stock,No Return,Won't buy again,Positive,Customer Service
1216,Facial Serum,Health & Beauty,2024-08-03,30.0,5.0,Europe,CUST1050,Online Direct,REP011,0.05,15,Wholesale,Out of Stock,No Return,Very fast service,Negative,Experience with Purchase
1217,Mystery Novel,Books & Media,,20.0,5.0,Middle East & Africa,CUST1046,Retail,REP012,0.1,20,Retail,Low Stock,Pending Return,Do not recommend,Neutral,Customer Service
1218,Sweater Dress,Fashion,2024-06-23,70.0,1.0,Latin America,CUST1059,Wholesale,REP017,0.0,15,Retail,Low Stock,Returned,Nice experience,Neutral,Experience with Purchase
1219,Treadmill,Sports & Outdoors,2024-06-08,400.0,5.0,Latin America,CUST1061,Online Direct,REP017,0.0,15,Marketplace,Low Stock,Returned,Great product,Positive,Product Quality
1220,Bluetooth Speaker,Electronics,2024-07-21,70.0,1.0,Latin America,CUST1094,Retail,REP018,0.1,15,Marketplace,In Stock,No Return,Very satisfied,Negative,Product Quality
1221,Bathrobe,Health & Beauty,2024-01-13,50.0,4.0,Asia Pacific,CUST1085,Wholesale,REP019,0.0,15,Online Direct,Low Stock,Returned,Not worth the money,Positive,Product Quality
1222,Science Fiction,Books & Media,,30.0,4.0,North America,CUST1099,Online Direct,REP020,0.1,15,Wholesale,In Stock,No Return,Excellent quality,Negative,Product Quality
1223,Denim Jacket,Fashion,2023-06-13,80.0,3.0,Middle East & Africa,CUST1021,Retail,REP011,0.1,20,Marketplace,Low Stock,No Return,Could be better,Positive,Product Quality
1224,Ski Boots,Sports & Outdoors,2024-06-03,130.0,3.0,Latin America,CUST1051,Wholesale,REP012,0.0,15,Marketplace,Out of Stock,Pending Return,Fast delivery,Postive,Delivery Issues
